CurveName,Tenor,NPV,Duration,Convexity
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_FORWARD,20 Years,101.834105,12.761748,212.889125
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_FORWARD,30 Years,102.264346,15.735370,358.491151
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_FORWARD,5 Years,104.429516,4.497574,21.591049
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_FORWARD,10 Years,104.089856,8.012734,73.629054
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_FORWARD,20 Years,101.834105,12.761748,212.889125
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_FORWARD,30 Years,102.265770,15.735569,358.498688
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_FORWARD,5 Years,104.429516,4.497574,21.591049
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_FORWARD,10 Years,104.089856,8.012734,73.629054
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_FORWARD,20 Years,101.834105,12.761748,212.889125
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_FORWARD,30 Years,102.265273,15.735500,358.496058
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_FORWARD,5 Years,104.429516,4.497574,21.591049
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_FORWARD,10 Years,104.089856,8.012734,73.629054
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_FORWARD,20 Years,101.834105,12.761748,212.889125
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_FORWARD,30 Years,102.265781,15.735571,358.498746
FITTED_NELSON_SIEGEL_SVENSSON:FLAT_ZERO,5 Years,104.431947,4.497707,21.591928
FITTED_NELSON_SIEGEL_SVENSSON:FLAT_ZERO,10 Years,104.129573,8.013686,73.640753
FITTED_NELSON_SIEGEL_SVENSSON:FLAT_ZERO,20 Years,101.879646,12.764049,212.937625
FITTED_NELSON_SIEGEL_SVENSSON:FLAT_ZERO,30 Years,102.299882,15.737021,358.524353
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_ZERO,5 Years,104.431947,4.497707,21.591928
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_ZERO,10 Years,104.129573,8.013686,73.640753
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_ZERO,20 Years,101.879646,12.764049,212.937625
FITTED_NELSON_SIEGEL_SVENSSON:CONSTANT_ZERO,30 Years,102.220694,15.725969,358.104835
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_ZERO,5 Years,104.431947,4.497707,21.591928
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_ZERO,10 Years,104.129573,8.013686,73.640753
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_ZERO,20 Years,101.879646,12.764049,212.937625
FITTED_NELSON_SIEGEL_SVENSSON:LINEARLY_GRADED_ZERO,30 Years,102.299273,15.736937,358.521132
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_ZERO,5 Years,104.431947,4.497707,21.591928
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_ZERO,10 Years,104.129573,8.013686,73.640753
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_ZERO,20 Years,101.879646,12.764049,212.937625
FITTED_NELSON_SIEGEL_SVENSSON:ROLLING_AVERAGE_ZERO,30 Years,102.271697,15.733090,358.375110
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_ZERO,5 Years,104.429516,4.497574,21.591049
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_ZERO,10 Years,104.089856,8.012734,73.629054
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_ZERO,20 Years,101.834105,12.761748,212.889125
FITTED_NELSON_SIEGEL_SVENSSON:DUAL_BLENDED_ZERO,30 Years,102.265781,15.735571,358.498746
FITTED_EXPONENTIAL_SPLINES:FLAT_FORWARD,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:FLAT_FORWARD,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:FLAT_FORWARD,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:FLAT_FORWARD,30 Years,101.195636,15.552974,350.601151
FITTED_EXPONENTIAL_SPLINES:CONSTANT_FORWARD,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:CONSTANT_FORWARD,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:CONSTANT_FORWARD,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:CONSTANT_FORWARD,30 Years,101.196540,15.553103,350.606056
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_FORWARD,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_FORWARD,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_FORWARD,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_FORWARD,30 Years,101.195643,15.552975,350.601189
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_FORWARD,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_FORWARD,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_FORWARD,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_FORWARD,30 Years,101.195346,15.552933,350.599575
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_FORWARD,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_FORWARD,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_FORWARD,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_FORWARD,30 Years,101.195636,15.552974,350.601151
FITTED_EXPONENTIAL_SPLINES:FLAT_ZERO,5 Years,103.161079,4.494071,21.569795
FITTED_EXPONENTIAL_SPLINES:FLAT_ZERO,10 Years,104.392879,8.033124,73.909253
FITTED_EXPONENTIAL_SPLINES:FLAT_ZERO,20 Years,103.338828,12.877685,215.582060
FITTED_EXPONENTIAL_SPLINES:FLAT_ZERO,30 Years,101.251776,15.556973,350.731354
FITTED_EXPONENTIAL_SPLINES:CONSTANT_ZERO,5 Years,103.161079,4.494071,21.569795
FITTED_EXPONENTIAL_SPLINES:CONSTANT_ZERO,10 Years,104.392879,8.033124,73.909253
FITTED_EXPONENTIAL_SPLINES:CONSTANT_ZERO,20 Years,103.338828,12.877685,215.582060
FITTED_EXPONENTIAL_SPLINES:CONSTANT_ZERO,30 Years,101.306480,15.564774,351.027987
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_ZERO,5 Years,103.161079,4.494071,21.569795
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_ZERO,10 Years,104.392879,8.033124,73.909253
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_ZERO,20 Years,103.338828,12.877685,215.582060
FITTED_EXPONENTIAL_SPLINES:LINEARLY_GRADED_ZERO,30 Years,101.252195,15.557033,350.733628
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_ZERO,5 Years,103.161079,4.494071,21.569795
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_ZERO,10 Years,104.392879,8.033124,73.909253
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_ZERO,20 Years,103.338828,12.877685,215.582060
FITTED_EXPONENTIAL_SPLINES:ROLLING_AVERAGE_ZERO,30 Years,101.283726,15.561530,350.904643
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_ZERO,5 Years,103.147307,4.494029,21.569530
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_ZERO,10 Years,104.365803,8.032805,73.905322
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_ZERO,20 Years,103.288756,12.875592,215.532692
FITTED_EXPONENTIAL_SPLINES:DUAL_BLENDED_ZERO,30 Years,101.195636,15.552974,350.601151
